Secuencial;Fecha de Análisis;Departamento;Municipio;Cultivo;Estado;Tiempo de establecimiento;Topografia;Drenaje;Riego;Fertilizantes aplicados;pH agua:suelo;Materia organica;Fósforo Bray II;Azufre Fosfato monocalcico;Acidez Intercambiable;Aluminio intercambiable;Calcio intercambiable;Magnesio intercambiable;Potasio intercambiable;Sodio intercambiable;capacidad de intercambio cationico;Conductividad electrica;Hierro disponible olsen;Cobre disponible;Manganeso disponible Olsen;Zinc disponible Olsen;Boro disponible;Hierro disponible doble acido;Cobre disponible doble acido;Manganeso disponible doble acido;Zinc disponible doble  acido
39.637;11/09/2017;NORTE DE SANTANDER;CONVENCIÓN;Caña Panelera;Establecido;Mas de 10 años;Pendiente moderada;Regular drenaje;No Tiene;No indica;5.25;1.98;6.512;9.173;0.243;0.048;4.349;1.85;0.43;< 0.1;6.973;0.308;156.0;1.38;9.77;3.435;0.129;ND;ND;ND;ND
39.638;11/09/2017;NORTE DE SANTANDER;CONVENCIÓN;Caña Panelera;Establecido;Mas de 10 años;Pendiente moderada;Buen drenaje;No Tiene;No indica;6;1.76;6.650;3.931;ND;ND;6.44;2.5;<0.09;< 0.1;9.120;0.101;83.77;< 1.0;6.352;< 1.0;0.05;ND;ND;ND;ND
39.639;11/09/2017;NORTE DE SANTANDER;CONVENCIÓN;Caña Panelera;Establecido;Mas de 10 años;Moderadamente ondulado;Regular drenaje;No Tiene;No indica;6.08;2.17;4.992;5.947;ND;ND;9.64;1.31;0.11;< 0.1;11.16;0.196;80.45;1.127;4.743;1.133;0.25;ND;ND;ND;ND
39.640;11/09/2017;NORTE DE SANTANDER;CONVENCIÓN;Caña Panelera;Establecido;De 5 a 10 años;Pendiente moderada;Regular drenaje;No Tiene;No indica;5.14;2.1;<3.87;10.98;0.350;0.166;2.97;0.82;0.24;0.15;4.530;0.391;147.8;1.143;9.980;9.827;0.12;ND;ND;ND;ND
39.641;11/09/2017;NORTE DE SANTANDER;CONVENCIÓN;Caña Panelera;Establecido;Mas de 10 años;Pendiente moderada;Regular drenaje;No Tiene;No indica;5.58;4.63;7.755;10.78;ND;ND;6.63;2.25;0.42;0.140;9.44;0.673;278.0;1.369;13.58;6.585;0.560;ND;ND;ND;ND
39.642;11/09/2017;NORTE DE SANTANDER;CONVENCIÓN;Caña Panelera;Establecido;Mas de 10 años;Moderadamente ondulado;Mal drenaje;No Tiene;No indica;4.49;3.45;<3.87;18.64;0.087;0;1.08;0.41;0.17;0.15;1.897;0.329;805.2;1.762;8.381;< 1.0;0.2;ND;ND;ND;ND
39.644;11/09/2017;NORTE DE SANTANDER;CONVENCIÓN;Caña Panelera;Establecido;Mas de 10 años;Moderadamente ondulado;Regular drenaje;No Tiene;No indica;5.059;2.490;4.716;2.721;1.986;1.616;1.63;0.98;0.18;< 0.1;4.876;0.100;390.5;1.413;14.41;2.427;0.05;ND;ND;ND;ND
40.063;3/10/2017;NARIÑO;ANCUYA;Caña Panelera;Establecido;De 1 a 5 años;Pendiente moderada;Regular drenaje;Aspersión;SI;6.38;3.297;10.95;9.999;ND;ND;15.86;5.640;0.496;0.130;22.13;0.263;73.33;7.347;4.059;1.161;0.242;ND;ND;ND;ND
40.083;29/09/2017;SANTANDER;MOGOTES;Caña Panelera;Establecido;De 1 a 5 años;Plano;Buen drenaje;No Tiene;SI;5.57;3.734;6.769;8.590;ND;ND;4.352;0.328;0.146;< 0.1;4.926;0.249;411.0;1.08;1.681;< 1.0;0.248;ND;ND;ND;ND
40.084;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;6.43;1.790;6.906;18.36;ND;ND;13.52;10.78;0.253;0.509;25.07;0.328;63.26;15.88;2.566;2.549;0.109;ND;ND;ND;ND
40.085;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;6.04;2.033;10.61;24.04;ND;ND;13.21;9.774;0.431;0.376;23.79;0.383;131.8;11.59;3.305;4.738;0.268;ND;ND;ND;ND
40.089;3/10/2017;NARIÑO;ANCUYA;Caña Panelera;Establecido;De 0 a 1 año;No indica;Regular drenaje;No Tiene;No indica;6;2.592;4.857;3.442;ND;ND;6.480;3.221;0.479;0.105;10.28;0.164;234.7;3.130;4.938;1.254;0.182;ND;ND;ND;ND
40.090;3/10/2017;NARIÑO;ANCUYA;Caña Panelera;Establecido;De 1 a 5 años;Moderadamente ondulado;Buen drenaje;No Tiene;No indica;6.43;5.386;<3.87;10.81;ND;ND;17.17;4.640;1.912;0.101;23.82;0.347;95.08;5.642;3.617;3.942;0.381;ND;ND;ND;ND
40.093;3/10/2017;NARIÑO;ANCUYA;Caña Panelera;Establecido;De 1 a 5 años;Moderadamente ondulado;Buen drenaje;No Tiene;SI;5.98;5.970;13.79;15.12;ND;ND;19.00;9.413;0.497;< 0.1;29.01;0.498;159.5;4.511;6.733;< 1.0;0.599;ND;ND;ND;ND
40.110;3/10/2017;NARIÑO;ANCUYA;Caña Panelera;Establecido;De 5 a 10 años;Plano;Buen drenaje;No Tiene;No indica;6.59;3.678;15.35;8.975;ND;ND;15.22;4.802;0.728;0.125;20.87;0.238;195.2;6.928;3.123;2.646;0.420;ND;ND;ND;ND
40.112;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;6.99;0.867;6.357;20.63;ND;ND;9.562;7.928;0.168;0.409;18.06;0.318;30.34;9.044;< 1.0;< 1.0;0.069;ND;ND;ND;ND
40.121;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;6.44;1.814;7.455;15.86;ND;ND;15.19;11.17;0.279;0.447;27.10;0.340;39.55;10.80;2.339;1.998;0.148;ND;ND;ND;ND
40.122;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;6.34;2.276;9.101;11.09;ND;ND;14.26;9.071;0.303;0.354;23.99;0.323;47.77;6.326;2.051;2.625;0.069;ND;ND;ND;ND
40.162;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;6.93;0.527;6.357;23.59;ND;ND;6.602;6.073;0.146;0.317;13.13;0.380;30.54;6.992;< 1.0;< 1.0;0.043;ND;ND;ND;ND
40.165;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;6.76;1.256;6.769;26.77;ND;ND;14.67;12.13;0.394;0.446;27.64;0.439;27.12;14.22;1.714;1.121;0.049;ND;ND;ND;ND
40.166;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;6.14;2.543;27.89;11.31;ND;ND;13.54;8.919;0.248;0.294;23.00;0.380;91.13;6.28;2.665;4.426;0.148;ND;ND;ND;ND
40.167;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;6.41;1.839;10.47;25.63;ND;ND;13.21;11.12;0.274;0.605;25.21;0.398;68.95;9.981;2.107;3.763;0.069;ND;ND;ND;ND
40.168;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;6.43;1.644;6.906;49.77;ND;ND;12.00;11.69;0.244;0.851;24.79;0.717;67.34;9.364;1.484;2.261;0.148;ND;ND;ND;ND
40.169;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;6.8;1.280;7.180;30.45;ND;ND;12.94;12.25;0.237;0.805;26.23;0.594;31.28;13.75;1.734;2.492;0.029;ND;ND;ND;ND
40.172;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;6.64;1.547;5.946;27.45;ND;ND;12.19;11.42;0.277;0.631;24.53;0.441;36.59;8.387;1.787;< 1.0;0.129;ND;ND;ND;ND
40.173;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;6.45;1.766;6.494;7.727;ND;ND;13.83;13.25;0.298;0.583;27.97;0.456;45.06;8.899;1.975;1.323;0.069;ND;ND;ND;ND
40.182;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;5.85;2.106;13.21;19.27;ND;ND;13.85;10.11;0.388;0.299;24.66;0.413;140.9;9.618;2.967;3.103;0.327;ND;ND;ND;ND
40.183;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;6.65;1.596;7.317;12;ND;ND;13.76;11.46;0.242;0.502;25.97;0.274;43.13;12.11;1.479;1.645;0.069;ND;ND;ND;ND
40.184;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;6.47;1.839;9.101;25.63;ND;ND;13.67;12.22;0.301;0.586;26.78;0.451;49.76;6.613;1.509;1.522;0.228;ND;ND;ND;ND
40.185;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;6.82;1.523;6.769;21.77;ND;ND;13.49;13.30;0.234;0.760;27.79;0.422;30.70;7.331;1.238;< 1.0;0.069;ND;ND;ND;ND
40.186;29/09/2017;RISARALDA;BALBOA;Caña Panelera;Establecido;No indica;Plano;Mal drenaje;Gravedad;NO;6.22;1.887;7.317;24.72;ND;ND;12.31;10.75;0.303;0.667;24.04;0.593;86.29;9.025;1.802;2.624;0.148;ND;ND;ND;ND
40.430;25/09/2017;VALLE DEL CAUCA;JAMUNDÍ;Caña Panelera;Establecido;De 0 a 1 año;Ondulado;Buen drenaje;No Tiene;No indica;5.21;9.707;<3.87;9.432;1.319;0.852;3.615;1.025;0.121;< 0.1;6.181;0.169;188.0;7.621;7.514;2.593;0.1;ND;ND;ND;ND
40.554;7/12/2017;SANTANDER;CHARALÁ;Caña Panelera;Establecido;De 1 a 5 años;Pendiente moderada;Buen drenaje;No Tiene;No indica;4.769;5.064;17.95;8.399;4.991;4.201;4.672;0.572;0.175;< 0.1;10.55;0.245;1104.;1.744;2.551;4.012;0.237;ND;ND;ND;ND
41.410;16/11/2017;NARIÑO;EL PEÑOL;Caña Panelera;Establecido;De 0 a 1 año;Moderadamente ondulado;No indica;No indica;No indica;6.86;2.353;49.38;7.204;ND;ND;10.60;2.354;1.909;< 0.1;15.00;0.253;140.6;5.777;2.911;3.695;0.385;ND;ND;ND;ND
41.412;16/11/2017;NARIÑO;EL PEÑOL;Caña Panelera;Establecido;De 1 a 5 años;Moderadamente ondulado;No indica;No indica;No indica;6.31;1.769;6.731;5.433;ND;ND;11.71;4.690;0.509;0.145;17.06;0.139;54.52;2.326;7.705;< 1.0;0.347;ND;ND;ND;ND
41.431;16/11/2017;NARIÑO;EL PEÑOL;Caña Panelera;Establecido;De 0 a 1 año;Moderadamente ondulado;No indica;No indica;No indica;5.89;2.633;<3.87;5.629;ND;ND;4.297;2.393;0.575;< 0.1;7.406;0.082;72.73;1.630;4.050;1.31;0.195;ND;ND;ND;ND
41.435;16/11/2017;NARIÑO;EL PEÑOL;Caña Panelera;Establecido;De 1 a 5 años;Pendiente moderada;No indica;No indica;No indica;5.9;4.455;6.423;8.582;ND;ND;8.045;2.313;0.746;< 0.1;11.24;0.328;267.8;1.782;7.543;4.583;0.460;ND;ND;ND;ND
41.440;16/11/2017;NARIÑO;EL PEÑOL;Caña Panelera;Establecido;De 0 a 1 año;Plano;No indica;No indica;No indica;6.28;2.189;5.191;6.811;ND;ND;7.974;2.656;0.512;< 0.1;11.28;0.129;97.78;2.585;2.354;1.376;0.612;ND;ND;ND;ND
41.449;16/11/2017;NARIÑO;EL PEÑOL;Caña Panelera;Establecido;De 1 a 5 años;Plano;No indica;No indica;No indica;6.46;2.236;<3.87;4.055;ND;ND;7.100;2.734;0.971;< 0.1;10.94;0.158;69.12;1.552;6.560;1.123;0.271;ND;ND;ND;ND
41.450;16/11/2017;NARIÑO;EL PEÑOL;Caña Panelera;Establecido;De 1 a 5 años;Pendiente moderada;No indica;No indica;No indica;5.82;2.983;6.731;9.173;ND;ND;7.242;1.659;0.758;< 0.1;9.801;0.191;146.5;2.894;13.61;2.089;0.859;ND;ND;ND;ND
41.451;16/11/2017;NARIÑO;EL PEÑOL;Caña Panelera;Establecido;De 0 a 1 año;Moderadamente ondulado;No indica;No indica;No indica;6;2.539;5.499;4.055;ND;ND;18.57;9.496;0.608;< 0.1;28.82;0.137;68.19;4.722;8.147;< 1.0;0.385;ND;ND;ND;ND
41.453;16/11/2017;NARIÑO;EL PEÑOL;Caña Panelera;Establecido;De 1 a 5 años;Pendiente moderada;No indica;No indica;No indica;6.08;2.656;5.961;5.236;ND;ND;5.269;2.749;0.715;< 0.1;8.874;0.146;87.97;2.17;6.057;2.088;0.404;ND;ND;ND;ND
41.454;16/11/2017;NARIÑO;EL PEÑOL;Caña Panelera;Establecido;De 1 a 5 años;Pendiente moderada;No indica;No indica;No indica;6.36;1.745;4.267;4.448;ND;ND;5.450;1.791;0.533;< 0.1;7.915;0.138;52.04;1.361;7.439;< 1.0;0.176;ND;ND;ND;ND
41.523;22/11/2017;NARIÑO;LINARES;Caña Panelera;Establecido;De 5 a 10 años;Plano;Mal drenaje;No Tiene;No indica;5.59;11.11;7.19;2.083;ND;ND;6.31;1.53;0.569;< 0.1;8.550;0.16;303.5;1.27;5.48;< 1.0;0.16;ND;ND;ND;ND
41.526;22/11/2017;NARIÑO;LINARES;Caña Panelera;Establecido;De 1 a 5 años;Ondulado;Regular drenaje;No Tiene;SI;6.14;1.452;<3.87;3.750;ND;ND;10.16;10.47;0.13;< 0.1;20.9;0.08;57.25;< 1.0;3.94;< 1.0;0.16;ND;ND;ND;ND
41.527;22/11/2017;NARIÑO;LINARES;Caña Panelera;Establecido;De 1 a 5 años;Pendiente moderada;Regular drenaje;No Tiene;No indica;5.81;8.005;4.28;3.541;ND;ND;10.38;3.43;0.48;< 0.1;14.43;0.22;170.9;5.67;9.199;< 1.0;0.12;ND;ND;ND;ND
41.528;22/11/2017;NARIÑO;LINARES;Caña Panelera;Establecido;De 1 a 5 años;Ondulado;Buen drenaje;No Tiene;No indica;5.4;2.532;8.11;5.625;0.315;0.192;11.88;2.59;0.12;0.23;15.13;0.65;99.79;1.5;2.76;< 1.0;0.16;ND;ND;ND;ND
